sitename,county,aqi,pollutant,status,so2,co,o3,o3_8hr,pm10,pm2.5,no2,nox,no,windspeed,winddirec,datacreationdate,unit,co_8hr,pm2.5_avg,pm10_avg,so2_avg,longitude,latitude,siteid
鳳山,高雄市,18,,良好,1.1,0.24,5.1,4.7,20,2,5.9,8.5,2.6,0.6,96,"2024-05-27 07:00",,0.2,5,18,1,120.357422,22.628126,50
仁武,高雄市,39,,良好,5.9,0.25,5.6,5.1,38,22,10,13.8,3.7,0.7,103,"2024-05-27 07:00",,0.2,12,23,1,120.332631,22.689056,49
橋頭,高雄市,21,,良好,0.8,0.16,4,2.8,8,7,8.3,12.9,4.6,1.6,89,"2024-05-27 07:00",,0.1,6.6,14,1,120.305689,22.757506,48
美濃,高雄市,13,,良好,1.1,0.17,4,4.7,17,0,4.6,8.3,3.7,0.5,98,"2024-05-27 07:00",,0.1,1.6,13,0,120.530542,22.883583,47
臺南,臺南市,43,,良好,0.6,0.15,8.1,5.8,12,12,7.1,9.4,2.2,0.2,129,"2024-05-27 07:00",,0.1,13.2,17,0,120.21947897,22.98928311,46
安南,臺南市,33,,良好,0.2,0.21,5.2,3.5,14,7,7.6,12.5,4.8,2.4,125,"2024-05-27 07:00",,0.2,10.3,20,0,120.2175,23.048197,45
善化,臺南市,21,,良好,0.8,0.11,4.2,3.3,13,3,4.5,7.9,3.4,1,153,"2024-05-27 07:00",,0.1,6.5,17,0,120.29740529,23.11337642,44
新營,臺南市,26,,良好,0.3,0.2,5.7,4.3,21,0,4.5,7.6,3.1,0.6,178,"2024-05-27 07:00",,0.1,6,26,0,120.31725,23.305633,43
嘉義,嘉義市,27,,良好,1.1,0.23,4.9,5.7,27,9,7.5,10.8,3.3,1.1,231,"2024-05-27 07:00",,0.1,8.2,25,1,120.44125148,23.46477865,42
臺西,雲林縣,53,細懸浮微粒,普通,1.3,0.29,5.4,5.2,27,12,11,14.1,3.1,2.7,203,"2024-05-27 07:00",,0.2,16.2,32,1,120.19933333,23.702175,41
朴子,嘉義縣,45,,良好,1.2,0.21,3.9,1.6,26,7,12.3,19.8,7.5,0.9,163,"2024-05-27 07:00",,0.2,13.9,30,1,120.2478,23.46538,40
新港,嘉義縣,45,,良好,0.3,0.21,6.8,3.9,27,8,6.2,10.4,4.1,1.3,180,"2024-05-27 07:00",,0.2,14,33,1,120.345531,23.554839,39
崙背,雲林縣,60,細懸浮微粒,普通,1.1,0.22,3.1,1.6,25,14,5.9,9.2,3.3,0.8,180,"2024-05-27 07:00",,0.2,19,31,1,120.348742,23.757547,38
斗六,雲林縣,42,,良好,0.9,0.18,8.2,8.7,19,8,5.2,7.1,1.9,0.3,35,"2024-05-27 07:00",,0.2,12.8,27,1,120.544994,23.711853,37
南投,南投縣,48,,良好,0.4,0.19,3,4.0,28,8,5.1,8.3,3.1,0.2,162,"2024-05-27 07:00",,0.2,14.7,35,0,120.685306,23.913,36
二林,彰化縣,60,細懸浮微粒,普通,0.5,0.22,4.5,4.3,36,18,7.5,11.1,3.5,1.2,141,"2024-05-27 07:00",,0.2,19.2,38,0,120.409653,23.925175,35
線西,彰化縣,61,細懸浮微粒,普通,1.1,0.3,8.1,7.6,34,21,9.5,11,1.4,2.1,156,"2024-05-27 07:00",,0.2,19.6,31,1,120.469061,24.131672,34
彰化,彰化縣,47,,良好,2.6,0.24,10.6,9.9,16,12,8.3,10.1,1.8,1,191,"2024-05-27 07:00",,0.2,14.6,21,1,120.541519,24.066,33
西屯,臺中市,64,細懸浮微粒,普通,0.9,0.25,4.7,6.0,40,22,7.5,10.8,3.2,1,192,"2024-05-27 07:00",,0.2,20.6,36,1,120.616917,24.162197,32
忠明,臺中市,58,細懸浮微粒,普通,0.8,0.32,7.6,10.8,29,16,7.2,9.9,2.6,1.1,203,"2024-05-27 07:00",,0.3,18.3,27,1,120.641092,24.151958,31
大里,臺中市,67,細懸浮微粒,普通,1,0.35,3.6,7.1,28,18,9.3,13.6,4.3,0.4,262,"2024-05-27 07:00",,0.3,22,27,1,120.67844444,24.09961111,30
沙鹿,臺中市,61,細懸浮微粒,普通,0.4,0.25,10.8,10,28,15,8.2,9.9,1.6,1.7,159,"2024-05-27 07:00",,0.3,19.7,30,1,120.568794,24.225628,29
豐原,臺中市,48,,良好,1.4,0.16,19,13.4,14,6,3.9,5.9,2,2.5,186,"2024-05-27 07:00",,0.2,14.7,22,1,120.74252414,24.25699731,28
三義,苗栗縣,41,,良好,0.8,0.14,18.9,15.7,13,7,1.8,3.1,1.3,4.6,180,"2024-05-27 07:00",,0.2,12.6,20,1,120.75956754,24.38248443,27
苗栗,苗栗縣,54,細懸浮微粒,普通,0.9,0.23,6.7,7.8,20,17,7.1,12.8,5.7,2.6,209,"2024-05-27 07:00",,0.2,16.9,23,1,120.82011468,24.56499183,26
頭份,苗栗縣,54,細懸浮微粒,普通,0.9,0.29,4.4,8.1,32,14,6.3,11.2,4.8,0.4,128,"2024-05-27 07:00",,0.2,16.7,28,1,120.89869286,24.69690679,25
新竹,新竹市,50,,良好,0.4,0.37,3.3,7.2,31,18,12.1,19.4,7.3,0.7,74,"2024-05-27 07:00",,0.3,15.4,25,0,120.97236752,24.8056356,24
竹東,新竹縣,47,,良好,1,0.22,6.9,7.4,26,10,4.7,7.3,2.6,1.3,146,"2024-05-27 07:00",,0.2,14.5,25,1,121.08895493,24.74091408,23
湖口,新竹縣,66,細懸浮微粒,普通,0.8,0.31,6.7,11.6,31,23,15,22.6,7.5,0.6,179,"2024-05-27 07:00",,0.2,21.7,26,1,121.03886894,24.90009696,22
龍潭,桃園市,48,,良好,0.7,0.27,5.2,12.1,22,12,7.8,18.5,10.7,0.9,141,"2024-05-27 07:00",,0.2,14.8,25,1,121.21645772,24.86400048,21
平鎮,桃園市,45,,良好,0.7,0.33,8.4,10.3,24,11,10.3,14,3.6,0.6,96,"2024-05-27 07:00",,0.3,14,25,0,121.203986,24.952786,20
觀音,桃園市,70,細懸浮微粒,普通,1.8,0.35,6.7,11.4,42,23,16.2,25.7,9.4,0.9,146,"2024-05-27 07:00",,0.3,23.1,34,0,121.08283092,25.03556747,19
大園,桃園市,53,細懸浮微粒,普通,1.5,0.36,7.4,11.8,30,13,13.4,19.7,6.3,1.4,149,"2024-05-27 07:00",,0.3,16.4,33,1,121.20251473,25.06100357,18
桃園,桃園市,54,細懸浮微粒,普通,3.6,0.55,3.8,5.8,33,16,18.1,28.6,10.4,0.6,205,"2024-05-27 07:00",,0.4,16.9,28,2,121.30500531,24.9947107,17
大同,臺北市,39,,良好,0.5,0.6,3.2,3.5,28,15,12.9,32.4,19.5,-,-,"2024-05-27 07:00",,0.6,11.9,23,1,121.51342074,25.06331455,16
松山,臺北市,41,,良好,0.4,0.32,4.7,4.2,32,15,8.3,16.3,7.9,0.6,37,"2024-05-27 07:00",,0.3,12.5,25,1,121.578611,25.05,15
古亭,臺北市,19,,良好,1,0.25,6.8,5.0,20,3,4.3,7.5,3.1,0.2,76,"2024-05-27 07:00",,0.2,5.7,18,1,121.529556,25.020608,14
萬華,臺北市,30,,良好,0.2,0.29,6.9,4.8,23,11,8.1,12.9,4.7,0.3,73,"2024-05-27 07:00",,0.3,9.1,20,0,121.507972,25.046503,13
中山,臺北市,32,,良好,0.3,0.45,4.3,4.0,22,10,11.8,21.7,9.9,0.4,343,"2024-05-27 07:00",,0.3,10,21,0,121.526528,25.062361,12
士林,臺北市,39,,良好,0.7,0.33,5.9,4.2,21,16,8.2,12.4,4.1,0.9,171,"2024-05-27 07:00",,0.3,12,20,0,121.51666356,25.10334003,11
淡水,新北市,40,,良好,0.1,0.31,5.8,5.2,24,9,8.7,12,3.3,2.8,150,"2024-05-27 07:00",,0.4,12.2,25,0,121.449239,25.1645,10
林口,新北市,42,,良好,0.4,0.23,10.6,10.2,17,7,7.4,13.3,5.8,0.3,129,"2024-05-27 07:00",,0.4,13,20,1,121.36548982,25.07798949,9
菜寮,新北市,24,,良好,0.5,0.35,7.9,3.9,21,10,8,11.3,3.3,0.3,183,"2024-05-27 07:00",,0.4,7.3,21,1,121.481028,25.06895,8
新莊,新北市,44,,良好,0.1,0.27,5.4,2.5,22,9,6.5,11.7,5.1,0.7,29,"2024-05-27 07:00",,0.4,13.5,21,0,121.4325,25.037972,7
板橋,新北市,23,,良好,0.2,0.35,3.4,4.8,23,6,7.1,13.8,6.6,0.4,256,"2024-05-27 07:00",,0.3,7,20,1,121.458667,25.012972,6
土城,新北市,44,,良好,0.2,0.42,2.6,2.3,32,17,11.7,25.6,13.9,0.3,68,"2024-05-27 07:00",,0.3,13.4,29,1,121.451861,24.982528,5
新店,新北市,27,,良好,0.5,0.25,5.9,6.9,22,9,6.4,11.2,4.7,0.6,95,"2024-05-27 07:00",,0.2,8.3,22,0,121.537778,24.977222,4
萬里,新北市,17,,良好,1,0.18,9.9,9.5,17,2,2,4.1,2.1,2.3,213,"2024-05-27 07:00",,0.1,4.6,17,1,121.689881,25.179667,3
汐止,新北市,32,,良好,0.3,0.37,5,1.7,30,10,14.4,27.5,13.1,0.9,5,"2024-05-27 07:00",,0.3,9.9,27,1,121.64081,25.06624,2
基隆,基隆市,24,,良好,0.8,0.39,3.5,2.8,25,6,8.9,25,16,0.7,302,"2024-05-27 07:00",,0.3,6.4,24,1,121.760056,25.129167,1
屏東(枋山),屏東縣,8,,良好,0.1,0.08,4.8,9.1,9,0,4.8,6.9,2.1,2.3,94,"2024-05-27 06:00",,0,0.3,8,0,120.651472,22.260899,313
大甲（日南國小）,臺中市,55,細懸浮微粒,普通,0.3,0.3,5.1,7.5,36,17,11.3,16.5,5.2,0.6,102,"2024-05-27 06:00",,0.2,17.3,28,0,120.65525382,24.39017512,312
新北(樹林),新北市,44,,良好,0,0.21,4.8,5.9,31,12,3.8,5.8,1.9,0.3,119,"2024-05-27 06:00",,0.2,13.6,30,0,121.38352778,24.94902778,311
屏東（琉球）,屏東縣,16,,良好,0.8,0.12,2.3,7.8,17,4,7.2,8.6,1.4,1,3,"2024-05-27 06:00",,0,5,11,0,120.37722,22.35222,204
臺南（麻豆）,臺南市,23,,良好,1.6,0.14,1.6,1.1,23,1,7.7,10.7,3,0.2,129,"2024-05-27 06:00",,0.1,6,23,0,120.24583056,23.17904722,203
高雄（湖內）,高雄市,26,,良好,1.1,0.17,1.7,2.3,19,9,9.6,14.9,5.3,1.5,70,"2024-05-27 06:00",,0.1,7.9,15,0,120.24535,22.87985556,202
彰化（員林）,彰化縣,70,細懸浮微粒,普通,1.6,0.25,8.2,5.2,28,14,9.8,11,1.1,0.6,104,"2024-05-27 06:00",,0.3,23.4,34,2,120.56373,23.96117,201
大城,彰化縣,58,細懸浮微粒,普通,0.8,0.26,4.4,7.0,37,24,11.1,14.5,3.4,1.7,193,"2024-05-27 06:00",,0.1,18.5,29,1,120.26964167,23.85493056,85
富貴角,新北市,31,,良好,0.3,0.12,20.9,34.1,23,5,1.3,1.5,0.1,1.4,120,"2024-05-27 06:00",,0.1,6.1,19,0,121.53656894,25.29681695,84
麥寮,雲林縣,62,細懸浮微粒,普通,1.8,0.28,5.3,6.4,31,18,8.4,9.9,1.5,1.6,173,"2024-05-27 06:00",,0.3,20.1,32,1,120.251825,23.753506,83
關山,臺東縣,20,,良好,0.8,0.09,4.2,5.6,18,2,2.4,3.3,0.8,0.6,37,"2024-05-27 06:00",,0,3.2,20,0,121.161933,23.045083,80
馬公,澎湖縣,16,,良好,0.9,0.13,20.1,17.4,6,0,3.5,4,0.4,0,182,"2024-05-27 06:00",,0.2,4.8,11,1,119.566158,23.569031,78
金門,金門縣,12,,良好,0.7,0.14,14.5,7.1,7,5,7.3,8.3,0.9,0.4,193,"2024-05-27 06:00",,0.1,2.5,7,0,118.312256,24.432133,77
馬祖,連江縣,35,,良好,0.9,0.12,24.6,27.2,17,10,4.2,4.6,0.3,0.2,187,"2024-05-27 06:00",,0.1,10.9,19,0,119.93149378,26.15188416,75
埔里,南投縣,71,細懸浮微粒,普通,0.9,0.24,3,5.8,39,17,3.9,6,2.1,0.5,76,"2024-05-27 06:00",,0.2,23.6,40,1,120.967903,23.968842,72
復興,高雄市,14,,良好,0.9,0.18,7,3.6,16,0,6.8,8.9,2.1,0.8,99,"2024-05-27 06:00",,0.3,4.2,14,1,120.312017,22.608711,71
永和,新北市,28,,良好,0.8,0.29,6.1,4.5,19,8,5.1,8,2.9,0.8,91,"2024-05-27 06:00",,0.3,8.5,19,1,121.516306,25.017,70
竹山,南投縣,51,細懸浮微粒,普通,1.1,0.16,3.9,5.8,34,11,6.1,7.7,1.6,0.9,223,"2024-05-27 06:00",,0.1,15.7,32,1,120.677306,23.756389,69
中壢,桃園市,55,細懸浮微粒,普通,0.7,0.67,4.9,8.5,36,18,12.6,28,15.3,0.5,186,"2024-05-27 06:00",,0.6,17.1,30,1,121.221667,24.953278,68
三重,新北市,33,,良好,0.9,0.36,3.8,2.9,19,9,8.7,22.7,13.9,-,-,"2024-05-27 06:00",,0.6,10.3,20,0,121.493806,25.072611,67
冬山,宜蘭縣,25,,良好,0.2,0.17,1.3,3.4,31,3,4.8,9.1,4.3,0.7,326,"2024-05-27 06:00",,0.1,5,25,0,121.792928,24.632203,66
宜蘭,宜蘭縣,22,,良好,2.3,0.17,3.7,6.8,17,9,3.8,4.8,1,0.3,177,"2024-05-27 06:00",,0.1,6.7,15,1,121.746394,24.747917,65
陽明,臺北市,22,,良好,0.8,0.15,19.5,24.9,8,4,2.2,2.9,0.6,0.8,130,"2024-05-27 06:00",,0.1,4.2,10,1,121.529583,25.182722,64
花蓮,花蓮縣,28,,良好,0.4,0.13,3,8.3,10,6,3.1,4.2,1.1,1.1,249,"2024-05-27 06:00",,0.1,8.6,15,0,121.599769,23.971306,63
臺東,臺東縣,17,,良好,0.2,0.1,5.3,5.3,19,1,2.8,3.7,0.8,1,303,"2024-05-27 06:00",,0.1,1,17,0,121.15045,22.755358,62
恆春,屏東縣,12,,良好,,0.1,13.3,14.0,11,5,1.9,2.7,0.7,0.9,41,"2024-05-27 06:00",,0,3.2,9,0,120.788928,21.958069,61
潮州,屏東縣,26,,良好,0.5,0.13,1.4,0.8,22,3,4.4,12.9,8.5,0.6,53,"2024-05-27 06:00",,0.1,7.3,26,1,120.561175,22.523108,60
屏東,屏東縣,18,,良好,0.1,0.11,5.6,5.1,11,4,4.2,5,0.8,0.9,359,"2024-05-27 06:00",,0.1,5.1,18,0,120.488033,22.673081,59
小港,高雄市,28,,良好,0.2,0.16,2.4,2.2,11,6,8.3,10.5,2.2,0.9,77,"2024-05-27 06:00",,0.2,8.6,16,2,120.337736,22.565833,58
前鎮,高雄市,19,,良好,1.5,0.15,6.9,3.3,13,3,7.3,8.2,0.8,0.5,320,"2024-05-27 06:00",,0.3,5.7,15,1,120.30833356,22.6044507,57
前金,高雄市,18,,良好,0.3,0.21,5.5,3.3,15,5,7.7,8.4,0.7,0.8,351,"2024-05-27 06:00",,0.2,5.4,16,0,120.28676111,22.63390278,56
左營,高雄市,27,,良好,1,0.15,9.3,3.7,10,5,5.2,6,0.8,1.2,132,"2024-05-27 06:00",,0.2,8.3,14,1,120.292917,22.674861,54
楠梓,高雄市,18,,良好,0.8,0.15,2.4,2.0,14,2,11.8,16.1,4.3,1.1,71,"2024-05-27 06:00",,0.2,5.6,18,1,120.328289,22.733667,53
林園,高雄市,25,,良好,0.7,0.14,2.1,3.4,27,7,5.7,6.7,1,1.7,23,"2024-05-27 06:00",,0.1,7.5,25,1,120.41175,22.4795,52
大寮,高雄市,19,,良好,2.2,0.12,1.6,1.9,19,5,7.5,10.9,3.4,0.5,42,"2024-05-27 06:00",,0.1,6,19,2,120.425311,22.56413611,51
鳳山,高雄市,18,,良好,1.3,0.17,7.3,4.3,18,2,4.8,5.9,1.1,0.5,96,"2024-05-27 06:00",,0.2,5.5,18,1,120.357422,22.628126,50
仁武,高雄市,32,,良好,3.1,0.15,9.8,4.4,26,15,8.3,8.7,0.3,1,98,"2024-05-27 06:00",,0.2,9.8,19,1,120.332631,22.689056,49
橋頭,高雄市,23,,良好,0.7,0.11,6,2.7,10,5,7,8.3,1.3,1.7,71,"2024-05-27 06:00",,0.1,7.1,16,1,120.305689,22.757506,48
美濃,高雄市,13,,良好,1.1,0.15,5.6,4.9,15,1,4.3,5.8,1.4,0.3,2,"2024-05-27 06:00",,0.1,1.7,13,0,120.530542,22.883583,47
臺南,臺南市,42,,良好,1.3,0.11,8.5,5.0,14,13,7.4,8.4,1,0.2,127,"2024-05-27 06:00",,0.1,12.9,19,0,120.21947897,22.98928311,46
安南,臺南市,36,,良好,0,0.17,5.9,3.0,16,7,6.2,7.4,1.2,1.2,125,"2024-05-27 06:00",,0.2,11.1,22,0,120.2175,23.048197,45
善化,臺南市,24,,良好,0.9,0.09,4.2,3.2,10,6,4.2,5.8,1.5,0.7,145,"2024-05-27 06:00",,0.1,7.4,18,1,120.29740529,23.11337642,44
新營,臺南市,29,,良好,0.4,0.13,6,4.3,22,2,3.9,5.8,1.9,0.3,221,"2024-05-27 06:00",,0.2,7.9,29,0,120.31725,23.305633,43
嘉義,嘉義市,27,,良好,1.3,0.15,5.3,5.8,26,8,5.6,6.6,0.9,0.8,130,"2024-05-27 06:00",,0.1,8.4,25,1,120.44125148,23.46477865,42
臺西,雲林縣,57,細懸浮微粒,普通,1.2,0.29,3.9,5.8,33,15,13.1,14.2,1,1.7,189,"2024-05-27 06:00",,0.2,17.8,35,1,120.19933333,23.702175,41
朴子,嘉義縣,49,,良好,1,0.2,5,1.5,28,8,14.6,21.5,6.9,0.7,157,"2024-05-27 06:00",,0.3,15.2,30,1,120.2478,23.46538,40
新港,嘉義縣,51,細懸浮微粒,普通,0.5,0.23,10.6,3.8,28,8,7.1,9.4,2.3,1,166,"2024-05-27 06:00",,0.3,15.7,34,1,120.345531,23.554839,39
崙背,雲林縣,63,細懸浮微粒,普通,1.1,0.27,2,2.1,29,15,8,11.3,3.2,0.5,183,"2024-05-27 06:00",,0.2,20.2,33,1,120.348742,23.757547,38
斗六,雲林縣,43,,良好,1,0.13,9.2,9.0,20,9,6.3,7.5,1.1,1.3,110,"2024-05-27 06:00",,0.2,13.2,29,1,120.544994,23.711853,37
南投,南投縣,53,細懸浮微粒,普通,0.3,0.17,3.4,4.4,34,10,5.2,6.7,1.4,1.2,209,"2024-05-27 06:00",,0.2,16.4,36,0,120.685306,23.913,36
二林,彰化縣,62,細懸浮微粒,普通,0.2,0.21,3.5,5.1,43,14,7.5,9.6,2,1.1,174,"2024-05-27 06:00",,0.2,20.1,40,0,120.409653,23.925175,35
線西,彰化縣,57,細懸浮微粒,普通,0.9,0.34,3.9,9.1,45,24,12.1,13.9,1.7,0.3,171,"2024-05-27 06:00",,0.2,18,30,1,120.469061,24.131672,34
彰化,彰化縣,51,細懸浮微粒,普通,2,0.18,9.9,9.6,14,11,6.5,8.1,1.6,0.4,198,"2024-05-27 06:00",,0.2,15.7,22,1,120.541519,24.066,33
西屯,臺中市,65,細懸浮微粒,普通,1,0.23,4.3,6.3,40,17,8,9.7,1.6,1.9,198,"2024-05-27 06:00",,0.3,21.2,35,1,120.616917,24.162197,32
忠明,臺中市,58,細懸浮微粒,普通,0.6,0.29,9.3,11.1,25,21,5.8,7.3,1.4,0.7,203,"2024-05-27 06:00",,0.3,18.5,27,1,120.641092,24.151958,31
大里,臺中市,69,細懸浮微粒,普通,1,0.32,4.4,7.5,32,23,9.8,12.4,2.5,0.5,262,"2024-05-27 06:00",,0.3,22.8,27,1,120.67844444,24.09961111,30
沙鹿,臺中市,65,細懸浮微粒,普通,0.4,0.23,12.4,10.3,25,17,6.9,7.8,0.8,1.7,155,"2024-05-27 06:00",,0.3,21.1,30,1,120.568794,24.225628,29
豐原,臺中市,54,細懸浮微粒,普通,1.2,0.18,22.2,11.8,15,11,3.8,4.6,0.8,1.7,166,"2024-05-27 06:00",,0.2,16.7,23,1,120.74252414,24.25699731,28
三義,苗栗縣,48,,良好,0.7,0.15,19.4,14.6,14,8,1.9,3.1,1.1,3.5,178,"2024-05-27 06:00",,0.2,14.8,23,1,120.75956754,24.38248443,27
苗栗,苗栗縣,56,細懸浮微粒,普通,0.7,0.19,3.8,9.4,26,13,6.7,9,2.3,0.9,139,"2024-05-27 06:00",,0.1,17.4,24,1,120.82011468,24.56499183,26
頭份,苗栗縣,54,細懸浮微粒,普通,0.8,0.22,5.2,9.2,36,21,5.1,6.9,1.7,0.7,112,"2024-05-27 06:00",,0.2,16.9,27,1,120.89869286,24.69690679,25
新竹,新竹市,48,,良好,0,0.27,3.6,7.9,30,16,10.5,12.8,2.2,0.5,67,"2024-05-27 06:00",,0.3,14.7,23,0,120.97236752,24.8056356,24
竹東,新竹縣,48,,良好,0.8,0.2,4.2,8.3,25,12,4.4,5.7,1.3,1.5,139,"2024-05-27 06:00",,0.2,14.9,25,1,121.08895493,24.74091408,23
湖口,新竹縣,67,細懸浮微粒,普通,0.7,0.25,8,11.7,30,23,10.3,12.2,1.9,1,109,"2024-05-27 06:00",,0.2,21.9,25,1,121.03886894,24.90009696,22
龍潭,桃園市,52,細懸浮微粒,普通,0.6,0.24,3.5,13.6,26,11,8.7,12.1,3.4,1.7,150,"2024-05-27 06:00",,0.2,15.9,26,1,121.21645772,24.86400048,21
平鎮,桃園市,49,,良好,0.4,0.28,7.1,11.7,27,11,7.8,9.3,1.4,0.5,145,"2024-05-27 06:00",,0.3,15.2,25,0,121.203986,24.952786,20
觀音,桃園市,69,細懸浮微粒,普通,0.9,0.38,3.9,14.3,43,22,16,18.7,2.7,0.3,162,"2024-05-27 06:00",,0.2,22.7,31,0,121.08283092,25.03556747,19
大園,桃園市,55,細懸浮微粒,普通,1,0.3,7,13.2,26,7,11.5,14.7,3.2,1.1,148,"2024-05-27 06:00",,0.3,17.2,34,1,121.20251473,25.06100357,18
桃園,桃園市,54,細懸浮微粒,普通,2.4,0.46,3.6,7.0,29,14,14.9,18.2,3.2,1.1,193,"2024-05-27 06:00",,0.4,16.9,26,2,121.30500531,24.9947107,17
大同,臺北市,40,,良好,0.5,0.44,3.3,3.2,20,10,9.8,28.2,18.4,-,-,"2024-05-27 06:00",,0.6,12.3,23,1,121.51342074,25.06331455,16
松山,臺北市,38,,良好,0.4,0.3,3.5,4.0,27,14,8.9,12.6,3.7,0.2,58,"2024-05-27 06:00",,0.3,11.7,23,1,121.578611,25.05,15
古亭,臺北市,19,,良好,0.9,0.18,5,4.6,21,4,3.6,5,1.4,0.2,68,"2024-05-27 06:00",,0.2,6,18,1,121.529556,25.020608,14
萬華,臺北市,30,,良好,0.3,0.23,6.7,4.3,19,8,6.2,8.1,1.8,0.3,153,"2024-05-27 06:00",,0.3,9.1,21,0,121.507972,25.046503,13
中山,臺北市,34,,良好,0.3,0.36,3.2,3.6,20,12,12.3,17.7,5.3,0.4,125,"2024-05-27 06:00",,0.4,10.4,21,0,121.526528,25.062361,12
士林,臺北市,36,,良好,0.6,0.25,3.5,4.7,21,5,7.1,9.3,2.1,0.7,133,"2024-05-27 06:00",,0.3,11,20,0,121.51666356,25.10334003,11
淡水,新北市,42,,良好,0,0.44,7.4,6.0,26,10,14.5,18.5,4,3.1,160,"2024-05-27 06:00",,0.5,13,26,0,121.449239,25.1645,10
林口,新北市,46,,良好,0.7,0.27,14.7,10.4,16,10,9.7,14.1,4.3,0.3,140,"2024-05-27 06:00",,0.4,14.1,20,1,121.36548982,25.07798949,9
菜寮,新北市,24,,良好,0.5,0.27,5.9,3.1,21,5,6.3,7.4,1.1,1.1,118,"2024-05-27 06:00",,0.4,7.4,21,1,121.481028,25.06895,8
新莊,新北市,45,,良好,0.2,0.37,1.9,2.5,24,13,11.4,20.5,9.1,0.9,6,"2024-05-27 06:00",,0.4,14,21,0,121.4325,25.037972,7
板橋,新北市,24,,良好,0.3,0.25,3.6,5.1,21,6,6.7,9,2.3,0.4,139,"2024-05-27 06:00",,0.3,7.4,20,1,121.458667,25.012972,6
土城,新北市,41,,良好,0.2,0.28,3.6,2.5,26,14,8.1,13.3,5.1,0.7,143,"2024-05-27 06:00",,0.3,12.7,29,1,121.451861,24.982528,5
新店,新北市,27,,良好,0.4,0.18,7.9,7.4,23,9,3.5,4.9,1.3,1.5,174,"2024-05-27 06:00",,0.2,8.2,22,0,121.537778,24.977222,4
萬里,新北市,17,,良好,0.8,0.16,8.4,9.9,19,5,1.7,2.8,1,3.4,219,"2024-05-27 06:00",,0.1,5,17,1,121.689881,25.179667,3
汐止,新北市,32,,良好,0.3,0.3,1.8,1.6,27,11,8.9,21.1,12.2,0.3,354,"2024-05-27 06:00",,0.2,10,27,1,121.64081,25.06624,2
基隆,基隆市,22,,良好,0.9,0.29,1.4,2.7,28,4,6.3,13.2,6.9,0.6,298,"2024-05-27 06:00",,0.3,6.5,22,1,121.760056,25.129167,1
屏東(枋山),屏東縣,9,,良好,0,0.07,5.1,10,10,0,4.6,5.7,1,2.2,88,"2024-05-27 05:00",,0,0.4,8,0,120.651472,22.260899,313
大甲（日南國小）,臺中市,56,細懸浮微粒,普通,0.5,0.22,7.4,9.0,24,16,7.9,9.1,1.2,0.5,112,"2024-05-27 05:00",,0.2,17.4,27,0,120.65525382,24.39017512,312
新北(樹林),新北市,44,,良好,0,0.2,4.8,6.7,40,15,3.4,4,0.6,0.2,121,"2024-05-27 05:00",,0.2,13.5,29,0,121.38352778,24.94902778,311
屏東（琉球）,屏東縣,19,,良好,0.9,0.12,0.7,9.1,17,6,8.3,9.6,1.3,0.8,28,"2024-05-27 05:00",,0,6,11,0,120.37722,22.35222,204
臺南（麻豆）,臺南市,24,,良好,0.6,0.14,1.4,1.4,23,3,5.9,7.3,1.3,0.2,123,"2024-05-27 05:00",,0.2,7.4,23,0,120.24583056,23.17904722,203
高雄（湖內）,高雄市,23,,良好,1.1,0.17,1.6,2.6,15,8,10.1,13.3,3.2,1.1,67,"2024-05-27 05:00",,0.1,7.2,14,0,120.24535,22.87985556,202
彰化（員林）,彰化縣,75,細懸浮微粒,普通,1.5,0.32,2.7,5.7,39,28,10.5,11.8,1.3,0.4,90,"2024-05-27 05:00",,0.3,25.2,36,2,120.56373,23.96117,201
大城,彰化縣,53,細懸浮微粒,普通,0.7,0.26,2.9,8.7,31,21,9.7,11.9,2.1,0.5,274,"2024-05-27 05:00",,0.1,16.4,27,1,120.26964167,23.85493056,85
富貴角,新北市,33,,良好,0.4,0.11,24.7,36.6,22,4,0.6,0.7,0,1.4,151,"2024-05-27 05:00",,0.1,6.6,17,0,121.53656894,25.29681695,84
麥寮,雲林縣,63,細懸浮微粒,普通,1.7,0.32,2.9,7.5,37,24,9.8,12.6,2.8,1.4,158,"2024-05-27 05:00",,0.3,20.2,32,1,120.251825,23.753506,83
關山,臺東縣,21,,良好,0.9,0.08,4.5,6.3,25,1,2.4,3.1,0.7,1.1,352,"2024-05-27 05:00",,0,3.8,21,0,121.161933,23.045083,80
馬公,澎湖縣,22,,良好,1,0.09,17.7,16.8,7,0,3.7,4.2,0.5,0.6,181,"2024-05-27 05:00",,0.2,6.9,13,1,119.566158,23.569031,78
金門,金門縣,18,,良好,1.4,0.17,2.9,6.7,12,3,11.1,12.4,1.3,0.9,240,"2024-05-27 05:00",,0.1,2.4,6,0,118.312256,24.432133,77
馬祖,連江縣,35,,良好,0.8,0.13,23.9,28.4,20,12,4.6,5.2,0.5,0.5,182,"2024-05-27 05:00",,0.1,10.7,18,0,119.93149378,26.15188416,75
埔里,南投縣,73,細懸浮微粒,普通,1.1,0.23,3.1,7.4,38,23,3.6,5.2,1.6,0.4,317,"2024-05-27 05:00",,0.3,24.5,40,1,120.967903,23.968842,72
